#      ID           Name         RA        DEC      X      Y       F_int     F_peak  F_int(fit)  F_pk(fit)  Maj(fit)  Min(fit) P.A.(fit) Maj(fit_deconv.)   Min(fit_deconv.) P.A.(fit_deconv.)      Alpha      Beta  Chisq(fit)  RMS(image)  RMS(fit) Nfree(fit) NDoF(fit) NPix(fit) NPix(obj) Guess?
#      --             --      [deg]      [deg]  [pix]  [pix]        [Jy]  [Jy/beam]        [Jy]  [Jy/beam]  [arcsec]  [arcsec]     [deg]         [arcsec]           [arcsec]             [deg]         --        --          --   [Jy/beam] [Jy/beam]         --        --        --        --     --
     274a J122740-445502 186.916580 -44.917808 1172.7 1053.1     0.00202     0.0031      0.0047     0.0031    72.946    53.171    136.01           44.843           27.61470            280.55  -1.542039  -1.95996      0.0867     0.00041     0.059          6        18        25        25      0
     275a J122740-443731 186.917224 -44.625698 1173.3 1158.2     0.03056     0.0196      0.0368     0.0201    88.348    53.447      9.01           71.723           11.95686              1.74  -1.543432   0.00000     23.6200     0.00071     0.496          6        89        96        96      0
     276a J122740-463717 186.920463 -46.621494 1167.3  439.8     0.00913     0.0100      0.0111     0.0103    59.496    46.391    128.93           24.908            0.00000            277.10  -2.062469   0.00000      7.6648     0.00043     0.373          6        48        55        55      0
     277a J122742-462229 186.924266 -46.373720 1167.0  529.0     0.14124     0.1231      0.1231     0.1231    58.661    43.973    147.38            0.012            0.00055            294.77  -1.836538   0.00000    999.0000     0.00038     0.000          0         0         0       135      1
     278a J122743-425033 186.930320 -42.842773 1174.4 1799.9     0.00849     0.0113      0.0179     0.0116    79.926    49.707    165.83           56.317           17.68275            321.65  -0.017089   0.00000      0.0331     0.00181     0.034          6        22        29        29      0
     279a J122744-450913 186.933154 -45.154140 1167.9  968.0     0.00260     0.0041      0.0043     0.0042    55.309    48.630    148.25           20.775            0.00000            295.32   0.008623   0.00000      0.2835     0.00042     0.101          6        21        28        28      0
     280a J122744-432234 186.934276 -43.375988 1172.0 1608.0     0.00982     0.0115      0.0140     0.0118    63.356    48.181    156.10           27.191           14.87610            303.99  -0.002743   0.00000      1.0983     0.00088     0.162          6        35        42        42      0
     281a J122746-460122 186.943871 -46.022840 1163.0  655.3     0.00550     0.0056      0.0072     0.0057    63.530    50.998    143.10           27.326           22.70050            290.59  -0.727688  -0.62861      2.4265     0.00030     0.212          6        47        54        54      0
     282a J122748-430605 186.953246 -43.101639 1167.7 1706.8     0.00347     0.0062      0.0098     0.0063    71.500    56.335    157.28           42.659           33.03390            305.91   0.008660   0.00000      0.0258     0.00107     0.036          6        13        20        20      0
     283a J122750-451056 186.960640 -45.182471 1160.9  957.9     0.02240     0.0219      0.0249     0.0225    61.516    46.438    150.94           19.933           12.98769            298.46  -0.407735  -0.28699     42.9909     0.00044     0.752          6        69        76        76      0
     284a J122753-462415 186.971188 -46.404223 1155.3  518.1     0.00397     0.0048      0.0057     0.0048    62.944    48.421    132.85           29.353            8.37726            279.71  -1.940343   0.00000      6.3330     0.00039     0.393          6        34        41        41      0
     285a J122754-452000 186.976967 -45.333537 1156.4  903.5     0.00265     0.0036      0.0048     0.0037    64.969    51.594    136.16           32.460           21.31997            283.35   0.016778   0.00000      0.2471     0.00041     0.091          6        23        30        30      0
     286a J122754-444432 186.977784 -44.742555 1157.5 1116.2     0.01994     0.0202      0.0232     0.0213    62.275    45.214    148.77           21.021           10.28699            296.29  -0.279834   0.00000     22.4101     0.00057     0.596          6        56        63        63      0
     287a J122756-464311 186.985192 -46.720007 1151.1  404.5     0.00390     0.0050      0.0065     0.0051    64.073    50.786    147.20           25.794           25.38588            294.59   0.017520   0.00000      0.6080     0.00049     0.134          6        27        34        34      0
     288a J122758-451544 186.992410 -45.262041 1152.6  929.3     0.00356     0.0043      0.0057     0.0044    69.030    48.006    148.34           36.402           19.23231            295.95  -0.478820   0.00000      1.3493     0.00042     0.191          6        30        37        37      0
     289a J122758-461136 186.991919 -46.193552 1150.6  594.0     0.00646     0.0069      0.0080     0.0071    62.425    46.689    138.19           25.073            8.56209            284.97  -1.320820   0.00000      7.4712     0.00033     0.372          6        47        54        54      0
     290a J122805-452011 187.023795 -45.336914 1144.5  902.4     0.00205     0.0031      0.0040     0.0032    66.264    47.804    151.12           31.169           18.16088            299.13   0.016456   0.00000      0.1085     0.00042     0.065          6        19        26        26      0
     291a J122806-443152 187.026231 -44.531393 1145.6 1192.3     0.00453     0.0065      0.0074     0.0068    58.829    47.434    139.94           19.937            0.00000            288.14  -0.010981   0.00000      1.1808     0.00068     0.198          6        23        30        30      0
     292a J122809-422550 187.039592 -42.424247 1146.3 1950.6     0.00968     0.0292      0.0594     0.0331    82.165    56.406    156.46           58.077           34.42347            307.56   0.042051   0.00000      0.0287     0.00381     0.047          6         6        13        13      0
     293a J122811-435715 187.048714 -43.954280 1141.0 1400.1     0.00805     0.0092      0.0107     0.0095    67.358    43.440    153.18           33.624            0.00000            302.16   0.001608   0.00000      3.6722     0.00058     0.283          6        39        46        46      0
     294a J122812-443030 187.052456 -44.508315 1138.9 1200.7     0.02951     0.0299      0.0338     0.0309    61.208    46.015    147.44           17.472           13.55706            294.83  -0.860293   0.00000     27.2130     0.00069     0.637          6        60        67        67      0
     295a J122814-464254 187.060130 -46.715231 1132.6  406.3     0.10033     0.0984      0.1043     0.1032    59.165    44.074    147.28            7.711            2.95978            294.67  -1.783648   0.00000    201.1834     0.00048     1.398          6        96       103       103      0
     296a J122814-444504 187.060920 -44.751338 1136.3 1113.2     0.01429     0.0137      0.0173     0.0141    70.828    44.594    151.13           39.852            6.50494            299.77  -0.449793  -0.32605     10.2162     0.00052     0.403          6        56        63        63      0
     297a J122814-442409 187.061840 -44.402459 1136.7 1238.8     0.00870     0.0090      0.0129     0.0092    69.736    51.563    143.45           37.996           26.52156            290.10  -0.443739   0.00000      0.7770     0.00072     0.130          6        39        46        46      0
     298a J122815-460250 187.058969 -46.047634 1134.2  646.6     0.00323     0.0030      0.0032     0.0027    65.172    48.274    144.84           28.629           19.57976            291.92  -1.335228   0.00000      0.6655     0.00028     0.113          6        39        52        52      0
     298b J122815-460250 187.083658 -46.047418 1128.0  646.7     0.00323     0.0030      0.0023     0.0013   100.044    44.494     93.99           87.179            0.00000            198.75  -0.957615   0.00000      0.6655     0.00028     0.113          6        39        52        52      0
     299a J122822-453553 187.094886 -45.598137 1126.0  808.4     0.00665     0.0065      0.0083     0.0067    68.867    46.541    150.90           36.263           14.79633            299.21  -2.227307   0.00000      5.7172     0.00028     0.311          6        52        59        59      0
     300a J122823-440126 187.097303 -44.023871 1128.2 1375.1     0.00550     0.0066      0.0083     0.0068    64.692    48.847    144.58           27.651           20.77627            291.72   0.009514   0.00000      0.8305     0.00055     0.146          6        32        39        39      0
     301a J122824-431438 187.100787 -43.244251 1128.7 1655.7     0.02280     0.0235      0.0304     0.0245    67.402    47.470    152.92           33.777           16.75418            301.44   0.005050   0.00000      4.3852     0.00123     0.293          6        44        51        51      0
     302a J122827-460800 187.115985 -46.132577 1119.8  616.1     0.00853     0.0046      0.0149     0.0041   149.461    61.806     36.15          142.199           23.73435             68.96  -0.916839   0.00000    238.1559     0.00030     1.600          6        86        93        93      0
